game_id,season_year,offense_lineup_id,core,player_a,player_b,defense_lineup_a,defense_lineup_b,strict_rim_access_y_a,strict_rim_access_n_a,strict_rim_access_y_b,strict_rim_access_n_b,broad_rim_access_y_a,broad_rim_access_n_a,broad_rim_access_y_b,broad_rim_access_n_b,recorded_rim_attempt_y_a,recorded_rim_attempt_n_a,recorded_rim_attempt_y_b,recorded_rim_attempt_n_b,restricted_area_foul_y_a,restricted_area_foul_n_a,restricted_area_foul_y_b,restricted_area_foul_n_b,rim_fg_pct_y_a,rim_fg_pct_n_a,rim_fg_pct_y_b,rim_fg_pct_n_b
22200001,2022,200782-201935-202699-1626149-1630178,203935-1627759-1627763-1628369,201933,1628401,201933-203935-1627759-1627763-1628369,203935-1627759-1627763-1628369-1628401,1.0,3.0,0.0,12.0,1.0,3.0,0.0,12.0,1.0,3.0,0.0,12.0,0.0,3.0,0.0,12.0,0.0,1.0,0.0,0.0
22200001,2022,200782-201935-202699-1626149-1630178,203935-1627759-1627763-1628369,201933,203943,201933-203935-1627759-1627763-1628369,203935-203943-1627759-1627763-1628369,1.0,3.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
22200001,2022,200782-201935-202699-1626149-1630178,203935-1627759-1627763-1628369,203943,1628401,203935-203943-1627759-1627763-1628369,203935-1627759-1627763-1628369-1628401,0.0,3.0,0.0,12.0,0.0,3.0,0.0,12.0,0.0,3.0,0.0,12.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0
22200001,2022,200782-201935-202699-1626149-1630178,203935-203943-1627759-1627763,1628369,1629684,203935-203943-1627759-1627763-1628369,203935-203943-1627759-1627763-1629684,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
22200001,2022,200782-201935-202699-203954-1630178,203935-1627759-1628369-1628401,201143,203943,201143-203935-1627759-1628369-1628401,203935-203943-1627759-1628369-1628401,1.0,6.0,0.0,3.0,1.0,6.0,0.0,3.0,1.0,6.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0
22200001,2022,200782-201935-202699-203954-1630178,203935-203943-1627759-1628369,1628401,1629684,203935-203943-1627759-1628369-1628401,203935-203943-1627759-1628369-1629684,0.0,3.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0
22200001,2022,201933-1627763-1628369-1628401-1629684,201935-1626149-1627863-1629001,1627777,1629680,201935-1626149-1627777-1627863-1629001,201935-1626149-1627863-1629001-1629680,1.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
22200001,2022,201935-1626149-1627777-1627863-1629001,1627763-1628369-1628401-1629684,201933,203935,201933-1627763-1628369-1628401-1629684,203935-1627763-1628369-1628401-1629684,0.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
22200001,2022,201935-1626149-1627863-1629001-1630178,203935-1627763-1628369-1628401,203943,1629684,203935-203943-1627763-1628369-1628401,203935-1627763-1628369-1628401-1629684,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
22200001,2022,201935-202699-1626149-1627863-1629001,203935-1627759-1627763-1629684,201933,1628369,201933-203935-1627759-1627763-1629684,203935-1627759-1627763-1628369-1629684,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0
22200001,2022,203935-1627759-1627763-1628369-1628401,200782-201935-202699-1626149,1629001,1630178,200782-201935-202699-1626149-1629001,200782-201935-202699-1626149-1630178,0.0,1.0,0.0,9.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0
22200001,2022,203935-1627763-1628369-1628401-1629684,201935-1626149-1627863-1629001,1627777,1630178,201935-1626149-1627777-1627863-1629001,201935-1626149-1627863-1629001-1630178,0.0,3.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0
22200001,2022,203935-203943-1627759-1627763-1628369,200782-201935-202699-1626149,1629001,1630178,200782-201935-202699-1626149-1629001,200782-201935-202699-1626149-1630178,0.0,4.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0
22200002,2022,201939-202691-203110-203952-1626172,2544-201566-203076-1629022,201976,1630559,2544-201566-201976-203076-1629022,2544-201566-203076-1629022-1630559,0.0,5.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0
22200002,2022,201939-202691-203110-203952-1629673,2544-201566-203076-1629022,1629134,1630346,2544-201566-203076-1629022-1629134,2544-201566-203076-1629022-1630346,1.0,3.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,5.0,0.0,3.0,0.0,5.0,1.0,1.0,1.0,1.0
22200002,2022,201939-203110-203952-1626172-1629673,2544-203076-1629022-1630559,201566,1629134,2544-201566-203076-1629022-1630559,2544-203076-1629022-1629134-1630559,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
22200002,2022,201939-203210-1629673-1630164-1630228,2544-201976-1629308-1630346,201566,1629117,2544-201566-201976-1629308-1630346,2544-201976-1629117-1629308-1630346,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
22200002,2022,203210-1628978-1629673-1630164-1630228,201566-1629117-1629134-1629308,2544,1630559,2544-201566-1629117-1629134-1629308,201566-1629117-1629134-1629308-1630559,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22200002,2022,203210-1628978-1629673-1630164-1630228,201566-201976-203076-1630346,2544,1629134,2544-201566-201976-203076-1630346,201566-201976-203076-1629134-1630346,0.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0
22200002,2022,203210-1628978-1629673-1630164-1630228,2544-201566-201976-1630346,203076,1629308,2544-201566-201976-203076-1630346,2544-201566-201976-1629308-1630346,0.0,2.0,0.0,8.0,0.0,2.0,0.0,8.0,0.0,2.0,0.0,8.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0
22200002,2022,2544-201566-1629117-1629134-1629308,201939-1628978-1629673-1630164,203210,1630541,201939-203210-1628978-1629673-1630164,201939-1628978-1629673-1630164-1630541,1.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0
22200002,2022,2544-201566-1629117-1629134-1629308,203210-1628978-1629673-1630164,201939,1630228,201939-203210-1628978-1629673-1630164,203210-1628978-1629673-1630164-1630228,1.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,2.0
22200002,2022,2544-201566-201976-1629308-1630346,203210-1629673-1630164-1630228,201939,1628978,201939-203210-1629673-1630164-1630228,203210-1628978-1629673-1630164-1630228,1.0,2.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0
22200002,2022,2544-201566-203076-1629022-1630559,201939-203110-203952-1626172,202691,1629673,201939-202691-203110-203952-1626172,201939-203110-203952-1626172-1629673,2.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0
22200003,2022,1628964-1629626-1629643-1630532-1631216,202709-1628977-1630165-1631105,202711,1628995,202709-202711-1628977-1630165-1631105,202709-1628977-1628995-1630165-1631105,3.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,2.0
22200003,2022,1628976-1629626-1630591-1631094-1631216,1630165-1630180-1630595-1631105,202711,1628995,202711-1630165-1630180-1630595-1631105,1628995-1630165-1630180-1630595-1631105,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
22200003,2022,1628976-1629626-1630591-1631094-1631216,1628995-1630165-1630180-1631105,202709,1630595,202709-1628995-1630165-1630180-1631105,1628995-1630165-1630180-1630595-1631105,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
22200003,2022,1628977-1628995-1630165-1630595-1631105,1628964-1629626-1629643-1630181,1630532,1631216,1628964-1629626-1629643-1630181-1630532,1628964-1629626-1629643-1630181-1631216,4.0,5.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,5.0,2.0,3.0,0.0,5.0,1.0,3.0,1.0,4.0,2.0,2.0
22200003,2022,202711-1630180-1630191-1630595-1631093,203082-1628976-1630532-1631216,1629643,1631094,203082-1628976-1629643-1630532-1631216,203082-1628976-1630532-1631094-1631216,7.0,17.0,1.0,4.0,7.0,17.0,1.0,4.0,4.0,17.0,1.0,4.0,3.0,17.0,0.0,4.0,2.0,4.0,1.0,1.0
22200003,2022,202711-1630180-1630191-1630595-1631093,203082-1628976-1630591-1631094,1630532,1631216,203082-1628976-1630532-1630591-1631094,203082-1628976-1630591-1631094-1631216,4.0,10.0,0.0,1.0,4.0,10.0,0.0,1.0,4.0,10.0,0.0,1.0,0.0,10.0,0.0,1.0,2.0,4.0,0.0,0.0
22200003,2022,202711-1630180-1630191-1630595-1631093,203082-1628976-1630532-1631094,1630591,1631216,203082-1628976-1630532-1630591-1631094,203082-1628976-1630532-1631094-1631216,4.0,10.0,1.0,4.0,4.0,10.0,1.0,4.0,4.0,10.0,1.0,4.0,0.0,10.0,0.0,4.0,2.0,4.0,1.0,1.0
22200003,2022,202711-1630180-1630191-1630595-1631093,203082-1628976-1631094-1631216,1630532,1630591,203082-1628976-1630532-1631094-1631216,203082-1628976-1630591-1631094-1631216,1.0,4.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0
22200004,2022,1627741-1629048-1630169-1630174-1630678,203078-1626153-1629060-1630264,204001,1629655,203078-204001-1626153-1629060-1630264,203078-1626153-1629060-1629655-1630264,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
22200004,2022,1627741-1630169-1630537-1630543-1630678,203078-204001-1628398-1628420,203115,1630166,203078-203115-204001-1628398-1628420,203078-204001-1628398-1628420-1630166,1.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0
22200004,2022,203078-1626153-1629060-1629655-1630264,1627741-1629048-1630174-1630678,204456,1630169,204456-1627741-1629048-1630174-1630678,1627741-1629048-1630169-1630174-1630678,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22200004,2022,203078-204001-1628398-1628420-1630166,1627741-1629048-1630169-1630678,1630174,1630537,1627741-1629048-1630169-1630174-1630678,1627741-1629048-1630169-1630537-1630678,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
22200004,2022,203078-204001-1628398-1628420-1630166,1627741-1630169-1630537-1630678,1629048,1630543,1627741-1629048-1630169-1630537-1630678,1627741-1630169-1630537-1630543-1630678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
22200004,2022,203078-204001-1628398-1628420-1630166,1627741-1630169-1630537-1630543,1630188,1630678,1627741-1630169-1630188-1630537-1630543,1627741-1630169-1630537-1630543-1630678,2.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0
22200004,2022,203115-1626153-1629060-1629655-1630264,204456-1629052-1630174-1631097,1630188,1630543,204456-1629052-1630174-1630188-1631097,204456-1629052-1630174-1630543-1631097,3.0,5.0,2.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,4.0,0.0,5.0,0.0,4.0,1.0,3.0,0.0,2.0
22200004,2022,204456-1629052-1630174-1630543-1631097,203115-1626153-1629060-1629655,203078,1630264,203078-203115-1626153-1629060-1629655,203115-1626153-1629060-1629655-1630264,1.0,3.0,0.0,5.0,1.0,3.0,0.0,5.0,0.0,3.0,0.0,5.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0
22200006,2022,201142-201988-1626220-1628410-1630549,1627742-1630529-1630530-1630631,202685,1626204,202685-1627742-1630529-1630530-1630631,1626204-1627742-1630529-1630530-1630631,0.0,1.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
22200006,2022,201142-201988-1626220-1628410-1630549,202685-1627742-1630529-1630631,1630230,1630530,202685-1627742-1630230-1630529-1630631,202685-1627742-1630529-1630530-1630631,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
22200006,2022,201142-201988-1628410-1629651-1630560,202685-1630230-1630530-1630631,203468,1627742,202685-203468-1630230-1630530-1630631,202685-1627742-1630230-1630530-1630631,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
22200006,2022,202685-1627742-1630529-1630530-1630631,201142-201988-1626220-1630549,202681,1628410,201142-201988-202681-1626220-1630549,201142-201988-1626220-1628410-1630549,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
22200007,2022,200768-202710-1628389-1628997-1629639,201942-202696-1629632-1630245,1627936,1629750,201942-202696-1627936-1629632-1630245,201942-202696-1629632-1629750-1630245,2.0,7.0,1.0,5.0,3.0,7.0,1.0,5.0,2.0,7.0,1.0,5.0,0.0,7.0,0.0,5.0,1.0,2.0,1.0,1.0
22200007,2022,200768-202710-1628389-1628997-1629639,201942-202696-1627936-1630245,1629632,1630172,201942-202696-1627936-1629632-1630245,201942-202696-1627936-1630172-1630245,2.0,7.0,1.0,8.0,3.0,7.0,1.0,8.0,2.0,7.0,0.0,8.0,0.0,7.0,1.0,8.0,1.0,2.0,0.0,0.0
22200007,2022,201609-203083-1627936-1629632-1629750,202710-1629216-1629622-1629639,203473,1629130,202710-203473-1629216-1629622-1629639,202710-1629130-1629216-1629622-1629639,1.0,2.0,1.0,7.0,1.0,2.0,1.0,7.0,1.0,2.0,0.0,7.0,1.0,2.0,1.0,7.0,1.0,1.0,0.0,0.0
22200007,2022,201609-203083-1627936-1629632-1629750,202710-1629130-1629216-1629622,203473,1629639,202710-203473-1629130-1629216-1629622,202710-1629130-1629216-1629622-1629639,0.0,4.0,1.0,7.0,0.0,4.0,1.0,7.0,0.0,4.0,0.0,7.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0
22200007,2022,201609-203083-1627936-1629632-1629750,202710-203473-1629216-1629622,1629130,1629639,202710-203473-1629130-1629216-1629622,202710-203473-1629216-1629622-1629639,0.0,4.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0
22200007,2022,201942-202696-1629632-1629750-1630245,200768-1628389-1628997-1629639,202710,1629622,200768-202710-1628389-1628997-1629639,200768-1628389-1628997-1629622-1629639,2.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0
22200008,2022,1626224-1628378-1628386-1629731-1630596,201152-1627783-1628384-1630625,1627832,1630173,201152-1627783-1627832-1628384-1630625,201152-1627783-1628384-1630173-1630625,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0
22200008,2022,1627783-1627832-1628384-1629018-1630567,1627747-1628378-1628386-1630596,1626224,1629636,1626224-1627747-1628378-1628386-1630596,1627747-1628378-1628386-1629636-1630596,0.0,1.0,0.0,8.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0
22200008,2022,201152-1627783-1627832-1628384-1630625,1626224-1628378-1628386-1630596,1627747,1629731,1626224-1627747-1628378-1628386-1630596,1626224-1628378-1628386-1629731-1630596,1.0,6.0,3.0,3.0,1.0,6.0,3.0,3.0,1.0,6.0,2.0,3.0,0.0,6.0,1.0,3.0,1.0,1.0,2.0,2.0
22200008,2022,201152-1627783-1630173-1630625-1631132,201567-1627747-1629731-1630596,203526,1628378,201567-203526-1627747-1629731-1630596,201567-1627747-1628378-1629731-1630596,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
22200008,2022,201152-1627832-1628384-1630173-1630625,1627747-1628378-1629731-1630596,201567,1628386,201567-1627747-1628378-1629731-1630596,1627747-1628378-1628386-1629731-1630596,0.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
22200008,2022,201152-1627832-1628384-1630173-1630625,203526-1626224-1627747-1628386,1629731,1630596,203526-1626224-1627747-1628386-1629731,203526-1626224-1627747-1628386-1630596,2.0,5.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0
22200008,2022,201567-1629636-1629731-1630171-1630596,1629018-1630173-1630625-1631132,1627783,1628384,1627783-1629018-1630173-1630625-1631132,1628384-1629018-1630173-1630625-1631132,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
22200008,2022,201567-1629636-1629731-1630171-1630596,1628384-1630173-1630625-1631132,1627832,1629018,1627832-1628384-1630173-1630625-1631132,1628384-1629018-1630173-1630625-1631132,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
22200008,2022,201567-1629636-1629731-1630171-1630596,1627832-1628384-1630625-1631132,1630173,1630567,1627832-1628384-1630173-1630625-1631132,1627832-1628384-1630567-1630625-1631132,1.0,2.0,0.0,5.0,1.0,2.0,0.0,5.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0
22200009,2022,1626145-1629630-1629634-1629723-1630583,1628973-1629011-1629628-1629629,203095,203944,203095-1628973-1629011-1629628-1629629,203944-1628973-1629011-1629628-1629629,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
22200009,2022,1626145-1630214-1630217-1630583-1631223,201565-1628392-1629629-1630167,1628973,1630193,201565-1628392-1628973-1629629-1630167,201565-1628392-1629629-1630167-1630193,0.0,3.0,1.0,8.0,0.0,3.0,1.0,8.0,0.0,3.0,1.0,8.0,0.0,3.0,0.0,8.0,0.0,0.0,1.0,1.0
22200009,2022,1626145-1630214-1630217-1630583-1631223,203095-203944-1628392-1630193,1629628,1629629,203095-203944-1628392-1629628-1630193,203095-203944-1628392-1629629-1630193,0.0,2.0,1.0,5.0,0.0,2.0,1.0,5.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0
22200009,2022,201565-1628973-1629011-1629628-1630167,203500-1629630-1629634-1631223,1629723,1630217,203500-1629630-1629634-1629723-1631223,203500-1629630-1629634-1630217-1631223,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22200009,2022,203095-1628973-1629011-1629628-1629629,1629630-1629634-1629723-1630583,1626145,1630217,1626145-1629630-1629634-1629723-1630583,1629630-1629634-1629723-1630217-1630583,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
22200009,2022,203095-203944-1628392-1629628-1630193,1626145-1630214-1630217-1631223,1629634,1630583,1626145-1629634-1630214-1630217-1631223,1626145-1630214-1630217-1630583-1631223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
22200009,2022,203095-203944-1628392-1629628-1630193,203500-1626145-1629630-1629634,1629723,1631223,203500-1626145-1629630-1629634-1629723,203500-1626145-1629630-1629634-1631223,1.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0
22200009,2022,203095-203944-1628973-1629011-1629628,203500-1629630-1629634-1629723,1626145,1631223,203500-1626145-1629630-1629634-1629723,203500-1629630-1629634-1629723-1631223,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0
22200009,2022,203500-1626145-1629630-1629634-1631223,203095-203944-1629628-1630193,1628392,1629011,203095-203944-1628392-1629628-1630193,203095-203944-1629011-1629628-1630193,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
22200009,2022,203500-1629630-1629634-1629723-1631223,203095-203944-1628973-1629628,1628392,1629011,203095-203944-1628392-1628973-1629628,203095-203944-1628973-1629011-1629628,0.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
22200009,2022,203500-1629630-1629723-1630217-1630583,203095-203944-1628973-1629628,1628392,1629011,203095-203944-1628392-1628973-1629628,203095-203944-1628973-1629011-1629628,1.0,2.0,2.0,10.0,1.0,2.0,2.0,10.0,1.0,2.0,2.0,10.0,0.0,2.0,0.0,10.0,1.0,1.0,1.0,2.0
22200009,2022,203500-1629630-1629723-1630217-1630583,203095-203944-1628392-1629628,1628973,1630193,203095-203944-1628392-1628973-1629628,203095-203944-1628392-1629628-1630193,1.0,2.0,4.0,12.0,1.0,2.0,5.0,12.0,1.0,2.0,4.0,12.0,0.0,2.0,0.0,12.0,1.0,1.0,1.0,4.0
22200011,2022,1626162-1628372-1629023-1629667-1630208,203926-1626196-1628966-1630563,1627751,1628380,203926-1626196-1627751-1628966-1630563,203926-1626196-1628380-1628966-1630563,0.0,1.0,1.0,7.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0
22200011,2022,1626196-1627751-1629640-1630563-1631110,202330-1629023-1629667-1630547,203486,1630208,202330-203486-1629023-1629667-1630547,202330-1629023-1629667-1630208-1630547,2.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
22200011,2022,1626196-1627751-1629640-1630563-1631110,202330-203486-1629023-1630547,1628372,1629667,202330-203486-1628372-1629023-1630547,202330-203486-1629023-1629667-1630547,3.0,7.0,2.0,5.0,3.0,7.0,2.0,5.0,2.0,7.0,1.0,5.0,1.0,7.0,1.0,5.0,2.0,2.0,1.0,1.0
22200011,2022,203926-1626196-1628380-1629640-1630563,1626179-1628372-1629667-1630208,1629023,1630550,1626179-1628372-1629023-1629667-1630208,1626179-1628372-1629667-1630208-1630550,5.0,15.0,0.0,2.0,5.0,15.0,0.0,2.0,4.0,15.0,0.0,2.0,1.0,15.0,0.0,2.0,2.0,4.0,0.0,0.0
22200012,2022,200752-1627736-1628374-1629012-1631117,203999-1628432-1628971-1630538,201145,203932,201145-203999-1628432-1628971-1630538,203932-203999-1628432-1628971-1630538,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
22200012,2022,200752-1627736-1629012-1629659-1631117,201145-201599-1628971-1630538,1627750,1628432,201145-201599-1627750-1628971-1630538,201145-201599-1628432-1628971-1630538,0.0,1.0,4.0,8.0,0.0,1.0,5.0,8.0,0.0,1.0,3.0,8.0,0.0,1.0,1.0,8.0,0.0,0.0,3.0,3.0
22200012,2022,200752-203903-1627736-1629012-1631117,201599-203932-1628971-1629008,203484,1630538,201599-203484-203932-1628971-1629008,201599-203932-1628971-1629008-1630538,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0
22200012,2022,200752-203903-1628374-1629012-1631117,203484-203932-203999-1629008,202397,1627750,202397-203484-203932-203999-1629008,203484-203932-203999-1627750-1629008,0.0,1.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
22200012,2022,200752-203903-1628374-1629012-1631117,203484-203932-203999-1629008,202397,1628971,202397-203484-203932-203999-1629008,203484-203932-203999-1628971-1629008,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
22200012,2022,200752-203903-1628374-1629012-1631117,203484-203932-203999-1629008,1627750,1628971,203484-203932-203999-1627750-1629008,203484-203932-203999-1628971-1629008,0.0,6.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
22200012,2022,201599-203484-203932-1627750-1629008,200752-203903-1627736-1631117,201144,1629012,200752-201144-203903-1627736-1631117,200752-203903-1627736-1629012-1631117,2.0,7.0,0.0,1.0,2.0,7.0,0.0,1.0,2.0,7.0,0.0,1.0,0.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0
22200012,2022,201599-203484-203932-1627750-1629008,200752-201144-203903-1631117,1627736,1628374,200752-201144-203903-1627736-1631117,200752-201144-203903-1628374-1631117,2.0,7.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,7.0,1.0,3.0,0.0,7.0,0.0,3.0,2.0,2.0,1.0,1.0
