player_id,player_name,total_minutes,total_games,unresolved_minutes,unresolved_games,unresolved_minute_rate
1628591,Craig Sword,18.98,3,3.07,1.0,0.16174920969441517
1642882,Julian Reese,401.5,13,64.13333333333334,2.0,0.15973432959734332
1642461,Spencer Jones,1686.6716666666666,90,261.07666666666665,11.0,0.15478807869146632
1630555,Joel Ayayi,20.22,7,3.07,1.0,0.15182987141444115
1642272,Jared McCain,2009.6333333333334,105,302.9816666666667,18.0,0.1507646502678764
1627760,Cat Barber,12.84,3,1.93,1.0,0.15031152647975077
1641705,Victor Wembanyama,6249.001666666667,203,937.8766666666667,28.0,0.15008424012262225
1630698,Kevin Pangos,166.02,24,24.38,1.0,0.14684977713528488
1642845,VJ Edgecombe,3072.55,87,449.24333333333334,12.0,0.14621188697770038
2241,Omar Cook,211.46,22,30.75,1.0,0.14541757306346353
1630241,Sam Merrill,4693.634666666667,250,673.3363333333333,34.0,0.14345733768229652
1631173,Terquavion Smith,84.47,16,12.0,1.0,0.14206227062862556
1641767,Ben Sheppard,3726.929166666667,206,527.8191666666667,34.0,0.14162307440330119
190,Duane Causwell,1665.35,158,232.75,16.0,0.13976041072447234
1642281,Jaylon Tyson,2476.8483333333334,134,345.25333333333333,25.0,0.13939219801508504
1629614,Andrew Nembhard,8204.693333333333,288,1142.1133333333332,36.0,0.13920244022933215
1630648,Jordan Schakel,36.5,6,5.08,1.0,0.13917808219178082
202710,Jimmy Butler III,3324.420166666667,104,462.00683333333336,13.0,0.13897365861445213
204001,Kristaps Porziņģis,2252.1226666666666,87,307.801,14.0,0.13667150753185736
1630540,Miles McBride,5809.064333333334,314,784.6393333333333,40.0,0.13507155168362453
1630577,Julian Champagnie,6690.945,278,870.6216666666667,31.0,0.13011938771977152
1641709,Ausar Thompson,5368.725166666667,215,697.0718333333333,25.0,0.12983935882233494
203471,Dennis Schröder,4235.803333333333,168,541.785,27.0,0.12790607999584494
1643024,Chris Mañon,46.085,9,5.833333333333333,1.0,0.1265777006256555
310,Bobby Hurley,1503.71,110,188.87,17.0,0.12560267604790817
1642385,Cui Yongxi,10.32,5,1.28,1.0,0.12403100775193798
1641780,Johni Broome,62.495,13,7.7333333333333325,2.0,0.12374323279195668
1642260,Nikola Topić,182.08166666666665,19,21.99833333333333,9.0,0.12081575117392379
1631119,Jaylin Williams,4254.236166666667,262,512.9311666666666,38.0,0.1205695092072345
1631114,Jalen Williams,8570.339166666667,276,1023.1758333333333,32.0,0.11938568747814045
1631257,Jermaine Samuels Jr.,59.370000000000005,14,7.08,2.0,0.1192521475492673
1642885,Mohamed Diawara,676.7516666666667,75,80.24666666666667,9.0,0.11857623796025622
1630574,Ariel Hukporti,795.6133333333333,92,93.49833333333333,15.0,0.11751730321261585
1631128,Christian Braun,7642.456166666667,301,892.4895,25.0,0.1167804538929097
1630174,Aaron Nesmith,8162.59,356,946.5116666666667,35.0,0.11595727173197069
1642443,Jahmir Young,87.855,20,10.033333333333333,1.0,0.11420332745243109
1642917,Max Shulga,40.94166666666667,13,4.666666666666666,2.0,0.11398330958681048
