season_year,target_season,player_id,player_name,poss_season,prior_o,prior_d,m150_o,m150_d,m150,m500_o,m500_d,m500,m1000_o,m1000_d,m1000,m2000_o,m2000_d,m2000,m4000_o,m4000_d,m4000,m8000_o,m8000_d,m8000,nerd_o,nerd_d,nerd,prior_model
2004,2004-05,15,Eric Piatkowski,2411.0,0.7898310805673734,-0.1614613281537438,3.485545452998031,-0.9640757622490561,2.521469690748975,2.888415038713338,-0.9913578235834908,1.8970572151298473,2.471183099168647,-0.9391931431248461,1.5319899560438008,2.01515705354206,-0.8125219208072263,1.2026351327348337,1.5773893797533562,-0.6577269853475907,0.9196623944057656,1.2258439154624379,-0.5387117037451215,0.6871322117173164,1.5773893797533562,-0.6577269853475907,0.9196623944057656,atomic_denominator
2004,2004-05,56,Gary Payton,8671.0,1.3089805664003507,0.10096660646180111,2.377884249301508,-0.5924187471262404,1.785465502175268,2.0228904195794044,-0.40629034230316907,1.6166000772762352,1.8510671596685104,-0.3099594791092871,1.5411076805592234,1.6916736335515543,-0.24143901909599,1.4502346144555642,1.536925188003861,-0.20391778678293654,1.3330074012209245,1.3960183285211223,-0.188343851652521,1.2076744768686014,1.536925188003861,-0.20391778678293654,1.3330074012209245,atomic_denominator
2004,2004-05,57,Doug Christie,4159.0,-0.7961958305218763,0.9292783132842226,0.35067562816985576,-0.21139350170910914,0.1392821264607466,-0.048340085757352685,0.061142670536252386,0.0128025847788997,-0.265999319369325,0.3011135649546717,0.03511424558534665,-0.4580073886890339,0.553878780416119,0.09587139172708514,-0.6058309955328072,0.7505797613030425,0.14474876577023532,-0.7008444018194768,0.8467033844204852,0.14585898260100838,-0.6058309955328072,0.7505797613030425,0.14474876577023532,atomic_denominator
2004,2004-05,72,Kenny Anderson,450.0,-1.1985983870340475,-0.007729661293313983,0.2786986808740533,-0.543585159689424,-0.2648864788153707,-0.3763030508773145,-0.16809161579578857,-0.5443946666731031,-0.7204317702385687,0.02261354427184198,-0.6978182259667267,-0.9685845596617588,0.10553912433110524,-0.8630454353306536,-1.1104155395213473,0.07447329376884448,-1.0359422457525027,-1.1817923393678307,-0.01903023659576658,-1.2008225759635973,-1.1104155395213473,0.07447329376884448,-1.0359422457525027,atomic_denominator
2004,2004-05,84,Latrell Sprewell,6432.0,0.48411156456708515,-0.9532788119303155,-0.1118987997675095,-3.0346569238664296,-3.146555723633939,-0.271135541824418,-2.6654825054204134,-2.9366180472448313,-0.2561659871534953,-2.288372560233289,-2.544538547386784,-0.1526616488470091,-1.8584552910481724,-2.0111169398951816,0.002768528385664267,-1.4917214498567644,-1.4889529214711001,0.15133786407857303,-1.2649272158780427,-1.1135893517994697,0.002768528385664267,-1.4917214498567644,-1.4889529214711001,atomic_denominator
2004,2004-05,87,Dikembe Mutombo,3226.0,0.11589684936717781,3.3801086203674053,-4.485188487338079,7.21019355133471,2.7250050639966306,-3.7182160227774395,6.46109728123648,2.7428812584590405,-3.057785458725307,5.877786619288255,2.820001160562948,-2.2989412700788723,5.248458370066131,2.9495170999872586,-1.5544927949699765,4.643135035505574,3.088642240535597,-0.9425586129687971,4.125451733266893,3.1828931202980963,-1.5544927949699765,4.643135035505574,3.088642240535597,atomic_denominator
2004,2004-05,89,Nick Van Exel,3741.0,1.338364256882584,-1.2105695001146,2.2769445334580567,-3.0719306093650403,-0.7949860759069836,1.951623257722121,-2.9106535434448975,-0.9590302857227764,1.7794308858297807,-2.726698576426653,-0.9472676905968722,1.613874552272153,-2.4856323106304514,-0.8717577583582985,1.469439504314325,-2.218298750038007,-0.7488592457236822,1.367912530469226,-1.9703132504940313,-0.6024007200248054,1.469439504314325,-2.218298750038007,-0.7488592457236822,atomic_denominator
2004,2004-05,109,Robert Horry,4413.0,0.8624426843211975,2.156524826264188,1.804577462772601,2.209769756978898,4.014347219751499,1.7430263308723042,1.993312766347913,3.7363390972202173,1.6380634895831307,1.9130318968187074,3.551095386401838,1.4733974109817929,1.9011852348070226,3.3745826457888155,1.2754916172737372,1.9522352816336066,3.2277268989073438,1.0884274590743044,2.0236425295837783,3.1120699886580825,1.2754916172737372,1.9522352816336066,3.2277268989073438,atomic_denominator
2004,2004-05,120,Steven Smith,1069.0,1.3393634989012801,0.40491330406938897,1.569996409000145,-3.6917158324323855,-2.1217194234322405,1.3448143468771399,-2.903678914980352,-1.5588645681032123,1.2441516025766894,-2.172950128814878,-0.9287985262381886,1.1838417127508283,-1.3925513364374247,-0.2087096236865964,1.1734008390570394,-0.739760612473915,0.4336402265831244,1.1975127452902483,-0.3019494879258605,0.8955632573643878,1.1734008390570394,-0.739760612473915,0.4336402265831244,atomic_denominator
2004,2004-05,124,Vlade Divac,431.0,-0.5308748756525293,0.9188655487987698,0.4354071125424296,4.838956983059348,5.274364095601777,0.21925634017629603,4.215911743537139,4.435168083713434,0.0341196027815074,3.656912257282111,3.6910318600636183,-0.1586325499631394,2.9944305458209994,2.83579799585786,-0.3142420256054486,2.321454170030971,2.0072121444255226,-0.4173365901108644,1.7401839875855565,1.3228473974746922,-0.3142420256054486,2.321454170030971,2.0072121444255226,atomic_denominator
2004,2004-05,133,David Wesley,6846.0,0.5420883574536595,-0.3461993863505416,2.107543440233725,-0.6570660161124746,1.4504774241212506,1.6901619978404228,-0.33138131839149976,1.358780679448923,1.45929243366437,-0.1326566138937158,1.3266358197706543,1.2435624187922454,0.014068805007526552,1.257631223799772,1.040537099100994,0.06842954588593486,1.1089666449869289,0.8529815313542298,0.01548574726853219,0.8684672786227621,1.040537099100994,0.06842954588593486,1.1089666449869289,atomic_denominator
2004,2004-05,136,P.J. Brown,6724.0,0.2605113586959575,1.1640666930541346,2.1016027337171312,1.8204121079961413,3.9220148417132723,1.7805519428924466,1.4839322082577857,3.2644841511502323,1.4256378763375694,1.326502061264155,2.7521399376017244,0.9842601525152164,1.2292681231906832,2.2135282757058996,0.5716397287621359,1.180621165653149,1.7522608944152847,0.2897173396897796,1.1467776035308452,1.4364949432206249,0.5716397287621359,1.180621165653149,1.7522608944152847,atomic_denominator
2004,2004-05,147,Jalen Rose,7464.0,2.04985585340814,-0.7157832657905174,3.35256597186029,-4.072408549869602,-0.7198425780093118,2.604495830720515,-3.6457679760621797,-1.0412721453416647,2.1170214141610773,-3.2484585689396037,-1.1314371547785265,1.6746159796382165,-2.7788327954724976,-1.104216815834281,1.380354160172219,-2.302748738846028,-0.9223945786738093,1.2896376634362254,-1.8766618817491292,-0.5870242183129037,1.380354160172219,-2.302748738846028,-0.9223945786738093,atomic_denominator
2004,2004-05,185,Chris Webber,6935.0,0.37390453031072196,0.37643094678402705,-1.058691931476876,2.054160160884744,0.9954682294078683,-0.8997424878736615,1.7410628798112642,0.8413203919376027,-0.728820703651449,1.483085722039505,0.754265018388056,-0.5057737002852389,1.2067544501349396,0.7009807498497007,-0.2616430480935195,0.9419370641026519,0.6802940160091324,-0.04389222903965592,0.7055260070086196,0.6616337779689636,-0.2616430480935195,0.9419370641026519,0.6802940160091324,atomic_denominator
2004,2004-05,208,Sam Cassell,5446.0,2.210964447202832,0.11688114572491659,4.054438315395429,0.25379765943637933,4.308235974831808,3.648129072523303,0.33651663448026753,3.9846457070035703,3.4106102657584176,0.33909061746419666,3.7497008832226144,3.1657975802045164,0.2933646803906519,3.459162260595168,2.919808911072257,0.20727198483278358,3.1270808959050407,2.688757438275784,0.1029437184925383,2.791701156768322,2.919808911072257,0.20727198483278358,3.1270808959050407,atomic_denominator
2004,2004-05,213,Antonio Davis,4622.0,-0.7978368982542424,0.5719533149035538,-1.3108925841735781,3.0373347481559296,1.7264421639823515,-1.2932954792388915,2.844109768185859,1.5508142889469674,-1.335861960677235,2.623578876466245,1.28771691578901,-1.3842125764818765,2.299081556367171,0.9148689798852947,-1.388079258430365,1.8996434964754099,0.5115642380450449,-1.328035201394323,1.4835270409460288,0.15549183955170576,-1.388079258430365,1.8996434964754099,0.5115642380450449,atomic_denominator
2004,2004-05,221,Clar. Weatherspoon,1523.0,-1.1904290194364697,0.45901582973145866,-0.8970121554707235,0.4445793825561406,-0.45243277291458295,-0.8718428852055142,0.2763566791366881,-0.5954862060688262,-0.8803539666992216,0.2181571968604834,-0.6621967698387382,-0.9224476599019149,0.2035444894091315,-0.7189031704927834,-0.9885951632999307,0.21685605847176598,-0.7717391048281648,-1.0618000497195024,0.2325482108906604,-0.8292518388288419,-0.9885951632999307,0.21685605847176598,-0.7717391048281648,atomic_denominator
2004,2004-05,224,Eddie Jones,8338.0,0.1850211595442432,0.15801803550741134,1.9578126695920406,2.1217397580393973,4.079552427631437,1.492996664912146,2.165607524164449,3.658604189076595,1.2002594027558284,2.0747191776089036,3.274978580364732,0.9049105619636844,1.8568729642722053,2.76178352623589,0.636802730791964,1.5321782182138115,2.1689809490057756,0.4236967479178912,1.157140962951493,1.5808377108693843,0.636802730791964,1.5321782182138115,2.1689809490057756,atomic_denominator
2004,2004-05,239,Darrick Martin,524.0,-0.3450879793595051,-0.34692072654118944,-1.0223112024385677,1.7146259232865841,0.6923147208480165,-0.9047993886763637,0.939115594838734,0.0343162061623703,-0.7448393189970385,0.45041724197719557,-0.2944220770198429,-0.5971188487927549,0.03905053622316973,-0.5580683125695851,-0.4964418704031788,-0.25316472890123165,-0.7496065993044104,-0.4399510542903378,-0.4350623516957174,-0.8750134059860553,-0.4964418704031788,-0.25316472890123165,-0.7496065993044104,atomic_denominator
2004,2004-05,243,Aaron McKie,3178.0,-1.1696487138955427,1.476758874131668,0.8256771288507123,1.5316632388685922,2.3573403677193046,0.20549905618193243,1.5474076209570518,1.7529066771389843,-0.2033415478401624,1.5480140454365205,1.3446724975963582,-0.597350313861048,1.529175312815903,0.9318249989548549,-0.918078296776985,1.485928770220234,0.5678504734432489,-1.1305611992362743,1.4241343990582267,0.2935731998219524,-0.918078296776985,1.485928770220234,0.5678504734432489,atomic_denominator
2004,2004-05,248,George Lynch,1843.0,-1.5998961590629786,0.7460070513391979,-0.721283878579696,2.352783290211331,1.631499411631635,-0.9516941948064952,2.19093719790884,1.2392430031023447,-1.1123011635520519,1.998456492185178,0.8861553286331261,-1.288098513625276,1.7263854045957219,0.4382868909704458,-1.451241674223907,1.4113000818166044,-0.03994159240730255,-1.572480520684448,1.1099856328960425,-0.46249488778840564,-1.451241674223907,1.4113000818166044,-0.03994159240730255,atomic_denominator
2004,2004-05,255,Grant Hill,6064.0,1.7623691619178818,0.38121155276877217,2.756390585263084,-0.7292296836488106,2.0271609016142733,2.3023450542842503,-0.7480539008034472,1.554291153480803,2.051796834262875,-0.7491557161090523,1.3026411181538229,1.8453663893928642,-0.6921401759341221,1.153226213458742,1.7109081093685214,-0.5513111930419465,1.159596916326575,1.6509465469047202,-0.36049034806619296,1.2904561988385272,1.7109081093685214,-0.5513111930419465,1.159596916326575,atomic_denominator
2004,2004-05,258,Brian Grant,3175.0,-1.2451015023857153,1.0621210136517627,-0.36819272093417516,1.615849099475551,1.247656378541376,-0.5444952864875263,1.2962927789682328,0.7517974924807065,-0.7122320851093467,1.1360260268400522,0.4237939417307055,-0.9191987423056718,1.0398957310567,0.1206969887510283,-1.118649285292702,0.9988420466227597,-0.11980723866994225,-1.2598999219146398,0.9751243477219116,-0.28477557419272825,-1.118649285292702,0.9988420466227597,-0.11980723866994225,atomic_denominator
