player_id,poss_season_proxy,nerd_v1_o,nerd_v1_d,nerd_v1,nerd_v1_imputation_sd,prior_v1_o,prior_v1_d,nerd_atomic_o,nerd_atomic_d,nerd_atomic,nerd_atomic_imputation_sd,prior_atomic_o,prior_atomic_d,nerd_atomic_raw_o,nerd_atomic_raw_d,nerd_atomic_raw,nerd_atomic_raw_imputation_sd,prior_atomic_raw_o,prior_atomic_raw_d,player_name,team_abbr,previous_candidate_o,previous_candidate_d,previous_candidate,atomic_minus_v1,atomic_minus_raw,canonical_salvage_minus_previous
203999,5634.8250000000035,9.231406087690875,2.122347332530416,11.353753420221292,0.0010536457404176657,5.885948065001134,3.127694462406895,9.389964550339196,2.042530324569319,11.432494874908516,0.0010977576772015745,5.412641184767335,2.2215677643374008,9.353804015369176,2.086744909189043,11.440548924558223,0.001099604002290493,5.376934428669482,2.1928760396910394,Nikola Jokić,DEN,6.9890596421658815,2.9993895507002577,9.988449192866138,0.07874145468722382,-0.008054049649707906,1.3653042273551534
1628983,5625.283333333337,8.158321338081635,0.9398273914186817,9.098148729500318,0.002592373141768882,5.6153768885132775,-0.03778973661188112,8.410240066320366,1.2756923568369298,9.685932423157293,0.0031460283870941106,6.256715807040299,0.9843764791055737,8.345544404221659,1.2331284235078563,9.578672827729516,0.003017240608460237,6.187215791238464,0.8985990178542558,Shai Gilgeous-Alexander,OKC,6.5327276403804095,1.4805679006666739,8.013295541047084,0.5877836936569754,0.1072595954277773,1.0848531884532342
1641705,4658.162500000003,2.6257247351863398,6.860430672033948,9.486155407220286,0.000902737947405431,3.777942545271772,3.984356553679541,2.4902583669212177,6.161467771036091,8.65172613795731,0.0008721047547690893,2.970362805930851,2.7798524623878227,2.4253444153129795,6.130393578803477,8.555737994116456,0.0008879561266521115,2.9615291106211536,2.6429127398938714,Victor Wembanyama,SAS,3.4722786385002387,5.398678015284464,8.870956653784702,-0.8344292692629764,0.09598814384085408,0.6151987534355836
203507,2598.0750000000003,6.138599278944816,2.4771349326514884,8.615734211596305,0.006512127156589801,5.432337198663737,1.8112214734578205,5.749763963299827,2.382582742018495,8.132346705318323,0.006519215374637928,4.679703226062863,2.060585383843642,5.812950918925759,2.440531782351656,8.253482701277417,0.0065128904025832214,4.921289590950804,2.246005162198106,Giannis Antetokounmpo,MIL,4.8256716146915215,2.5858397432559315,7.411511357947453,-0.48338750627798177,-0.12113599595909363,1.2042228536488517
202695,5199.041666666668,4.48450012059589,3.15144196396811,7.635942084564,0.0025843000840435515,5.259278115686308,1.1915463146654461,4.236202169410332,2.996525175607947,7.2327273450182785,0.0027160831842255664,4.597168125286801,0.9841836533880527,4.184658625892943,2.9845093922595773,7.16916801815252,0.0026931410376098285,4.580601122163709,0.9402456543280016,Kawhi Leonard,LAC,5.635786935380946,1.3989453969058698,7.034732332286817,-0.40321473954572173,0.06355932686575816,0.6012097522771835
201939,3321.820833333335,8.368944095022304,-1.5079083730294445,6.861035721992858,0.0012378062691368093,4.677551313519024,0.38203356256942683,8.239754500956119,-1.5782885214265452,6.661465979529575,0.0016747376091745124,4.737180177685931,0.5809212674419301,8.275359516447534,-1.6061712217741761,6.669188294673357,0.0016835272412494076,4.835611506167157,0.5044010551779343,Stephen Curry,GSW,6.164535286046846,-0.06211341740771825,6.102421868639127,-0.1995697424632823,-0.007722315143781522,0.7586138533537303
1628378,5836.262499999997,5.905265499851001,0.3478149502347371,6.2530804500857355,0.0030831491651409373,4.21330577227873,-0.13079806495089258,6.148840239841582,0.40253389844351817,6.5513741382851025,0.0027105182044715828,4.031003976440066,0.3247863222767521,6.061432691181976,0.4274575251737921,6.488890216355768,0.002928298812417935,3.9869162959255804,0.31344352542647097,Donovan Mitchell,CLE,4.13449235078639,1.4223545097928834,5.556846860579274,0.29829368819936697,0.06248392192933494,0.6962335895064617
1631096,5063.504166666668,2.283113932208413,3.907850944420929,6.190964876629343,0.0018965018224165154,1.7933405336078065,1.6387956421028602,2.175596734716941,3.8037362356230253,5.979332970339966,0.002057062601050128,1.435859130638074,1.799656409629671,2.1514290130649663,3.741064359669074,5.892493372734039,0.002002660277803655,1.446607245682858,1.6266107894794053,Chet Holmgren,OKC,2.1198679320828253,2.9946271767928008,5.1144951088756265,-0.21163190628937656,0.08683959760592685,1.076469767753716
1629029,5712.199999999992,5.669463533928894,0.18119989968393463,5.850663433612829,0.004352146572190982,5.508416755376402,0.6635433933636933,5.683690854504834,0.2294409051105169,5.913131759615352,0.0035242011920258733,6.023654706421456,0.5255964507579916,5.682873604654601,0.18865545276576928,5.8715290574203705,0.0036722963228884645,5.990945671839035,0.5303059438729717,Luka Dončić,LAL,5.698809257541898,-0.15058342279877357,5.548225834743124,0.06246832600252272,0.04160270219498141,0.3024375988697052
1628392,2897.3958333333335,1.2670826135339301,4.360645644938392,5.627728258472323,0.002559230677072775,1.1927545191714684,2.3688062923863704,1.3205090245577957,4.440593279768505,5.761102304326301,0.002528486174232881,1.0015423710589741,2.7626924244013593,1.3275593356768347,4.51952294300469,5.847082278681524,0.002529164070500807,1.0715942642256993,2.9398456988936186,Isaiah Hartenstein,OKC,2.4157986339747124,3.431435570395457,5.847234204370169,0.13337404585397827,-0.0859799743552232,-0.2195059458978461
1627936,2550.866666666665,0.7470450156992503,4.479992703889831,5.227037719589081,0.003823826769087553,0.9611765284137262,1.8022424913598276,0.7497600912147108,4.534677050869804,5.284437142084515,0.003796244261430192,1.0263547093698446,2.1551995808942164,0.7297750854861546,4.55339296994408,5.283168055430235,0.0038750666090260036,1.0595197430530618,2.281668826310537,Alex Caruso,OKC,1.392081493597388,3.932524338720574,5.324605832317962,0.05739942249543439,0.0012690866542799384,-0.09756811272888122
1628401,6553.900000000004,0.9077880005862878,4.283042586859811,5.190830587446099,0.0012358234704138553,2.7839357700696454,1.4808550519114425,0.9288327747482589,4.355200847560189,5.284033622308447,0.0012005734564226771,2.1019124102551623,1.858579202121107,0.8606507148266676,4.329089945180464,5.189740660007134,0.001200774720895831,2.099898446477429,1.7096084879800508,Derrick White,BOS,2.368206851146476,2.4022879765389034,4.770494827685379,0.09320303486234849,0.09429296230131357,0.4203357597607198
202710,2962.4416666666675,2.4843640247982104,2.774963451673429,5.25932747647164,0.001270630710067832,4.099845031128119,0.9365364429438969,2.7091968602216143,2.536961546534414,5.246158406756029,0.001044231154127521,4.522222931852062,0.39746075557225213,2.731489478571679,2.4917386961239445,5.223228174695622,0.0010720713853585111,4.67405326472453,0.3599261229503732,Jimmy Butler III,GSW,3.3065323271927416,1.0948849511439702,4.401417278336712,-0.013169069715610604,0.022930232060407008,0.8579101981349275
