player_id,rim_anchor_signature,rim_deterrence_signature
0,0.20312275545278055,0.04125543856029046
2207,0.07131894710388274,0.06391723983812837
2544,0.8255326688170788,0.43585629218528793
2546,-0.40915027430468826,-0.7159034013764493
2610,-1.232663605296261,-0.6963320526908581
2617,-0.06767916030907752,0.20632361156168458
2730,0.8565512525499709,0.6628433691813809
2738,2.6330984022000234,1.3378255131939234
2760,-0.7619039521822915,-0.5381412153547924
2772,-1.5320781399685783,-0.6797978874658114
2794,0.36174864230389003,0.03268677870041188
101108,0.9898481173934428,0.3197112636439382
101139,0.07131894710388274,0.06391723983812837
101141,0.5247807214046153,0.27915294664995005
101150,-0.4417739261206256,-0.6011592777065552
200746,0.11523021056182885,-0.11553377434586512
200752,0.822399669837964,0.3816462169920791
200755,-1.314156797040954,-0.3866720932307004
200765,-0.15753045734642107,-1.4082352098176407
200768,0.4321875821927623,0.40207468869512153
200782,-0.2322483997730137,0.5598599693759229
200794,0.780038498140066,0.17147076583710216
201142,0.140205019048082,-0.21628886653864535
201143,0.8880807497641269,1.0475910094651746
201144,-0.7175830917666293,0.18781725246652844
201145,-0.9904206109162492,-0.6292985539881782
201152,-1.084302115494055,-0.4860588527638634
201162,0.02238898331439913,0.08825881493392858
201188,-0.17838710658029444,-0.9688546609068
201229,0.46203428965473126,0.4403901700266935
201565,0.9720718184306583,-0.856983236692743
201566,-2.4677273963239568,-1.3717857849477484
201567,-0.6763211598634745,-0.19087158821142144
201568,0.09822220880323682,0.8285284523428967
201569,-1.6969091832282084,-1.6084171178475009
201571,-0.3569492424125549,0.15690636214788933
201572,3.5561197076846076,1.6578962424260064
201577,3.368957812358011,1.5642261985283294
201580,2.3191102602375304,0.7002324439114079
201586,1.6136225821652133,0.910583852826882
201587,-1.1121360357142887,-0.8946283434486635
201588,2.8947285509788623,1.6950182460380805
201599,1.9166441617716572,1.103625868075358
201609,-1.1756221388600858,-0.6055085247526091
201933,0.11048819144783477,-0.6299959774102436
201935,-1.1145764764140873,-0.5236845075500807
201937,0.45266848234834545,-0.42964786966978064
201939,-1.2788011402963335,-0.6149257079416309
201942,-0.7474876837382111,-0.41819275288099755
201949,1.0270185576804085,0.35338473100060247
201950,1.1035941107325362,0.6366978592581042
201952,-0.38067301085802385,-0.6729556005904906
201954,-0.08724599907627163,0.0019804520587848617
201959,2.2223502415511365,2.3412479537049022
201961,-0.4405435554781311,-0.613301436778606
201976,0.544636963479225,0.5941392355647135
201980,-0.8286329138890748,0.0038801340127210832
201988,0.06502843497965702,-0.36489571763585815
202066,-0.8574172376456229,-0.13395187434003988
202083,-0.4649434114347358,-0.19846712207936942
202322,0.1289411258445143,-0.47211002905528204
202324,1.8397073794957717,0.8459964567082273
202326,1.0042470077997518,1.3649302520042226
202328,-0.303880537499253,-0.08865956006076459
202329,0.5128884325562463,0.3135020489811561
202330,-2.0871449358073986,-1.413837661635351
202331,1.482723211107005,0.4814511151543175
202334,2.5450956664438875,1.402508793968485
202335,-1.1061046945491835,-0.1509345395227461
202339,-1.4219873151369289,-0.9547078797136017
202340,-2.355306815283675,-0.9907124650073982
202355,2.9383755121829758,1.750899488386515
202357,1.3141128890477116,0.279308384114495
202362,-0.2459722742551863,0.292055449842287
202397,0.8307522525086553,1.1583900657313733
